Serial #s,Lo Off Gate Voltage,Hi On Gate Voltage,Hi Off Gate Voltage,Lo On Gate Voltage,Digital +5V,Hi Pos Vunreg,Hi Neg Vunreg,Hi +5V,Hi -5V,Lo Pos Vunreg,Lo Neg Vunreg,Lo +5V,Lo -5V,Hi  Freq,Hi Duty,Lo Freq,Lo Duty,TempFreq,Temp Duty,DCL Freq,DCL Duty, Result, DateTime
ZJ24010910010168LF,5.61,19.73,5.59,19.79,5.29,22.49,8.39,5.26,5.41,22.45,8.41,5.26,5.39,10003.75,49.52,10002.5,49.42,31583.1,55.59,31583.1,0.47,FAIL,4/30/2024 7:32:55 AM
ZJ24010910010168LF,5.62,19.73,5.59,19.79,5.29,22.49,8.39,5.26,5.41,22.45,8.41,5.26,5.4,10006.25,49.57,10003.75,49.44,31583.1,55.59,31583.1,0.36,FAIL,4/30/2024 7:33:20 AM
ZJ24010910010277LF,5.6,19.68,5.59,19.77,5.31,22.49,8.39,5.26,5.4,22.47,8.41,5.26,5.39,10002.5,49.51,10000,49.49,31520.88,55.59,31520.88,50.83,PASS,4/30/2024 7:33:49 AM
ZJ24010910010126LF,5.61,19.68,5.58,19.77,5.28,22.49,8.39,5.26,5.42,22.46,8.41,5.27,5.4,10003.75,49.52,10002.5,49.5,31397.17,55.57,31397.17,50.55,PASS,4/30/2024 7:34:18 AM
ZJ24010910010168LF,5.62,19.73,5.59,19.8,5.3,22.49,8.39,5.26,5.41,22.45,8.41,5.27,5.4,10003.75,49.53,10003.75,49.44,31570.64,55.56,31570.64,0.47,FAIL,4/30/2024 7:34:46 AM
ZJ24010910010125LF,5.61,19.67,5.59,19.78,5.29,22.48,8.39,5.26,5.42,22.45,8.41,5.26,5.41,10002.5,49.49,10006.25,49.47,31533.31,55.58,31533.31,50.14,PASS,4/30/2024 7:35:11 AM
ZJ24010910010264LF,5.6,19.7,5.58,19.81,5.29,22.5,8.38,5.27,5.4,22.47,8.4,5.28,5.39,10002.5,49.52,10005,49.55,31471.28,55.59,31471.28,49.69,PASS,4/30/2024 7:35:37 AM
ZJ24010910010122LF,5.61,19.62,5.57,19.77,5.28,22.48,8.39,5.25,5.41,22.45,8.41,5.28,5.41,10003.75,49.51,10003.75,49.49,31409.5,55.59,31409.5,50.65,PASS,4/30/2024 7:36:02 AM
ZJ24010910010124LF,5.62,19.74,5.6,19.79,5.29,22.49,8.39,5.27,5.41,22.45,8.4,5.28,5.41,10001.25,49.52,10003.75,49.49,31483.67,55.53,31483.67,49.9,PASS,4/30/2024 7:36:25 AM
ZJ24010910010263LF,5.61,19.69,5.59,19.8,5.29,22.48,8.39,5.27,5.41,22.45,8.41,5.27,5.38,10005,49.52,10003.75,49.51,31446.54,55.97,31446.54,50.35,PASS,4/30/2024 7:36:52 AM
ZJ24010910010269LF,5.61,19.71,5.6,19.77,5.3,22.48,8.39,5.27,5.41,22.46,8.42,5.28,5.41,10001.25,49.47,10003.75,49.46,31545.74,55.6,31558.19,0.39,FAIL,4/30/2024 7:39:43 AM
ZJ24010910010269LF,5.61,19.72,5.6,19.78,5.3,22.48,8.39,5.27,5.41,22.45,8.41,5.28,5.4,10003.75,49.53,10005,49.44,31545.74,55.56,31558.19,50.34,PASS,4/30/2024 7:40:04 AM
ZJ24010910010168LF,5.62,19.72,5.6,19.78,5.3,22.48,8.39,5.27,5.41,22.43,8.42,5.27,5.41,10003.75,49.49,10001.25,49.41,31570.64,55.56,31570.64,50.99,PASS,4/30/2024 7:40:26 AM
ZJ24010910010119LF,5.61,19.66,5.59,19.78,5.3,22.48,8.39,5.26,5.43,22.44,8.42,5.28,5.42,10002.5,49.49,10002.5,49.5,31583.1,55.59,31583.1,0.36,FAIL,4/30/2024 7:40:48 AM
ZJ24010910010119LF,5.62,19.67,5.59,19.78,5.29,22.47,8.4,5.26,5.43,22.44,8.41,5.28,5.42,10005,49.46,10003.75,49.49,31583.1,55.59,31583.1,50.45,PASS,4/30/2024 7:41:14 AM
ZJ24010910010152LF,5.61,19.68,5.58,19.76,5.28,22.47,8.39,5.27,5.41,22.44,8.41,5.27,5.41,10003.75,49.51,10001.25,49.47,31434.18,55.56,31434.18,47.7,PASS,4/30/2024 7:41:36 AM
ZJ24010910010167LF,5.61,19.67,5.59,19.75,5.29,22.47,8.39,5.27,5.41,22.44,8.41,5.28,5.4,10002.5,49.46,10005,49.52,31458.91,55.56,31458.91,0.2,FAIL,4/30/2024 7:41:58 AM
ZJ24010910010167LF,5.62,19.67,5.59,19.75,5.29,22.47,8.39,5.27,5.41,22.44,8.41,5.28,5.4,10006.25,49.52,10007.51,49.49,31458.91,55.6,31458.91,49.74,PASS,4/30/2024 7:42:17 AM
ZJ24010910010153LF,5.62,19.69,5.61,19.74,5.29,22.47,8.39,5.27,5.4,22.43,8.41,5.26,5.4,10002.5,49.52,10002.5,49.55,31434.18,55.56,31434.18,50.73,PASS,4/30/2024 7:42:57 AM
ZJ24010910010169LF,5.61,19.67,5.59,19.78,5.28,22.48,8.39,5.28,5.42,22.44,8.4,5.28,5.41,10003.75,49.48,10002.5,49.5,31570.64,55.56,31570.64,49.84,PASS,4/30/2024 7:43:36 AM
ZJ24010910010166LF,5.61,19.71,5.59,19.78,5.31,22.48,8.39,5.28,5.42,22.44,8.41,5.28,5.42,10003.75,49.53,10003.75,49.51,31496.06,55.55,31496.06,50.31,PASS,4/30/2024 7:44:00 AM
ZJ24010910010279LF,5.6,19.69,5.59,19.77,5.33,22.49,8.38,5.27,5.42,22.46,8.41,5.28,5.41,10003.75,49.49,10001.25,49.44,31446.54,55.58,31446.54,49.84,PASS,4/30/2024 7:44:40 AM
ZJ24010910010270LF,5.61,19.69,5.59,19.8,5.34,22.49,8.38,5.28,5.41,22.46,8.4,5.28,5.39,10006.25,49.48,10002.5,49.47,31421.84,56.01,31421.84,50.16,PASS,4/30/2024 7:45:10 AM
ZJ24010910010270LF,5.61,19.69,5.59,19.8,5.33,22.49,8.38,5.28,5.42,22.46,8.4,5.28,5.39,10002.5,49.52,10006.25,49.48,31421.84,55.58,31421.84,50.24,PASS,4/30/2024 7:45:59 AM
