Serial #s,Lo Off Gate Voltage,Hi On Gate Voltage,Hi Off Gate Voltage,Lo On Gate Voltage,Digital +5V,Hi Pos Vunreg,Hi Neg Vunreg,Hi +5V,Hi -5V,Lo Pos Vunreg,Lo Neg Vunreg,Lo +5V,Lo -5V,Hi  Freq,Hi Duty,Lo Freq,Lo Duty,TempFreq,Temp Duty,DCL Freq,DCL Duty, Result, DateTime
zj24010900010269rh6,80,100,80,99.99,100,99.99,80,99.99,80,99.99,80,99.99,80,1220.76,99.84,1220.76,99.84,1220.78,99.84,31397.17,0.78,FAIL,4/3/2024 3:02:39 PM
ZJ24010900010269RH6,5.27,19.34,5.26,19.34,5.35,22.43,8.43,5.33,5.48,22.38,8.43,5.33,5.45,10002.5,49.6,10000,49.61,31558.19,55.58,31558.19,49.15,PASS,4/3/2024 3:05:35 PM
ZJ24010900010222RH6,5.27,19.32,5.25,19.31,5.34,22.42,8.4,5.31,5.45,22.39,8.43,5.32,5.45,10003.75,49.71,10002.5,49.61,31471.28,55.59,31471.28,49.76,PASS,4/3/2024 3:07:52 PM
ZJ24010900010270RH6,5.28,19.32,5.26,19.28,5.34,22.42,8.43,5.33,5.48,22.38,8.43,5.33,5.45,10002.5,49.65,10002.5,49.6,31608.06,55.55,31608.06,49.55,PASS,4/3/2024 3:08:44 PM
ZJ24010900010132RH6,5.28,19.25,5.25,19.35,5.34,22.31,8.42,5.3,5.47,22.38,8.44,5.33,5.46,10005,49.62,10002.5,49.59,31570.64,55.56,31583.1,50.3,PASS,4/3/2024 3:09:20 PM
ZJ24010900010192RH6,5.28,19.29,5.26,19.33,5.36,22.41,8.41,5.32,5.48,22.37,8.42,5.33,5.45,10002.5,49.64,10002.5,49.65,31595.58,55.61,31595.58,49.88,PASS,4/3/2024 3:10:05 PM
ZJ24010900010268RH6,5.27,19.32,5.25,19.33,5.34,22.42,8.42,5.33,5.46,22.39,8.43,5.33,5.45,10005,49.67,10002.5,49.6,31558.19,55.58,31558.19,50.26,PASS,4/3/2024 3:10:43 PM
ZJ24010900010282RH6,5.27,19.25,5.26,20.04,5.34,22.42,8.42,5.32,5.47,22.37,8.44,5.33,5.45,10002.5,49.67,10002.5,49.57,31558.19,55.58,31558.19,50.1,PASS,4/3/2024 3:11:08 PM
ZJ24010900010051RH6,5.28,19.31,5.26,19.32,5.34,22.43,8.42,5.33,5.48,22.38,8.44,5.33,5.45,10005,49.65,10002.5,49.56,31545.74,55.6,31545.74,51.03,PASS,4/3/2024 3:11:36 PM
ZJ24010900010281RH6,5.27,19.32,5.26,19.34,5.34,22.43,8.41,5.33,5.46,22.39,8.44,5.34,5.45,10003.75,49.58,10005,49.64,31471.28,55.55,31471.28,50.39,PASS,4/3/2024 3:12:03 PM
ZJ24010900010145RH6,5.27,19.31,5.27,19.31,5.33,22.42,8.41,5.31,5.45,22.39,8.44,5.31,5.45,10003.75,49.63,10003.75,49.67,31471.28,55.59,31471.28,49.45,PASS,4/3/2024 3:12:28 PM
ZJ24010900010226RH6,5.28,19.28,5.27,19.34,5.34,22.42,8.41,5.31,5.46,22.38,8.43,5.33,5.45,10002.5,49.64,10001.25,49.61,31570.64,55.6,31570.64,49.76,PASS,4/3/2024 3:13:15 PM
ZJ24010900010227RH6,5.27,19.33,5.25,19.33,5.33,22.41,8.41,5.32,5.46,22.39,8.43,5.33,5.45,10005,49.65,10005,49.55,31496.06,55.55,31496.06,48.66,PASS,4/3/2024 3:13:40 PM
ZJ24010900010228RH6,5.28,19.33,5.25,19.25,5.33,22.42,8.41,5.32,5.46,22.39,8.43,5.33,5.45,10005,49.67,10003.75,49.62,31533.31,55.58,31533.31,50.45,PASS,4/3/2024 3:14:04 PM
ZJ24010900010146RH6,5.28,19.25,5.25,19.33,5.35,22.43,8.41,5.31,5.46,22.39,8.43,5.34,5.45,10002.5,49.65,10001.25,49.59,31520.88,55.56,31520.88,50.51,PASS,4/3/2024 3:14:38 PM
ZJ24010900010131RH6,5.28,19.3,5.26,19.32,5.32,22.43,8.41,5.32,5.47,22.38,8.43,5.33,5.46,10003.75,49.68,10006.25,49.61,31520.88,55.56,31520.88,49.33,PASS,4/3/2024 3:15:08 PM
ZJ24010900010207RH6,5.28,19.28,5.26,19.33,5.35,22.4,8.4,5.31,5.47,22.36,8.43,5.34,5.46,10003.75,49.64,10006.25,49.68,31570.64,55.56,31570.64,49.92,PASS,4/3/2024 3:15:32 PM
ZJ24010900010205RH6,5.27,19.39,5.24,19.29,5.35,0.61,8.38,5.33,5.46,22.38,8.43,5.32,5.47,10003.75,49.66,10003.75,49.61,31508.47,55.53,31508.47,50.89,PASS,4/3/2024 3:16:20 PM
ZJ24010900010205RH6,5.28,19.36,5.25,19.3,5.35,21.5,8.39,5.33,5.46,22.38,8.43,5.32,5.47,10003.75,49.66,10005,49.6,31520.88,55.99,31520.88,51.14,PASS,4/3/2024 3:17:00 PM
ZJ24010900010130RH6,6.62,19.2,5.06,0,5.35,20.82,7.83,5.32,5.41,21.3,6.29,5.33,5.29,9998.75,49.49,9996.25,15.54,31508.47,57.5,31508.47,62.23,FAIL,4/3/2024 3:17:55 PM
ZJ24010900010280RH6,5.28,19.37,5.26,19.34,5.33,22.41,8.41,5.32,5.45,22.38,8.43,5.34,5.45,10002.5,49.67,10003.75,49.61,31595.58,55.57,31595.58,50.12,PASS,4/3/2024 3:19:02 PM
ZJ24010900010232RH6,5.27,19.28,5.26,19.33,5.35,22.43,8.41,5.33,5.47,22.4,8.43,5.34,5.46,10003.75,49.68,10002.5,49.66,31545.74,55.56,31558.19,50.1,PASS,4/3/2024 3:20:04 PM
ZJ24010900010206RH6,5.26,19.36,5.25,19.3,5.33,22.4,8.39,5.33,5.46,22.38,8.43,5.33,5.45,10003.75,49.63,10001.25,49.62,31483.67,55.96,31483.67,50.49,PASS,4/3/2024 3:20:30 PM
ZJ24010900010190RH6,5.29,19.24,5.25,19.29,5.35,22.41,8.39,5.3,5.46,22.39,8.44,5.31,5.45,10003.75,49.62,10003.75,49.68,31620.55,55.57,31620.55,50.83,PASS,4/3/2024 3:20:54 PM
ZJ24010900010130RH6,5.34,19.32,5.27,19.38,5.34,22.43,8.41,5.32,5.46,22.39,8.44,5.33,5.47,10005,49.67,10003.75,49.66,31520.88,55.59,31520.88,50.43,PASS,4/3/2024 3:22:23 PM
