Serial #s, Consumption Current (mA), Lo Gate Trig Freq,Hi Gate Trig Freq, DSAT Hi, DSAT Lo, 2L Turn Off Hi, 2L Turn Off Lo, Hi DeadTime,Lo DeadTime, Result, DateTime
ZJ2309239001411RH6,119.743,5.00064,4.99971,PASSED,PASSED,PASSED,PASSED,308,281.6,PASS,4/17/2024 1:39:45 PM
ZJ2309239001613RH6,119.102,5.0002,4.99951,PASSED,PASSED,PASSED,PASSED,308.8,332.8,PASS,4/17/2024 1:41:12 PM
ZJ2309239001602RH6,120.212,4.99958,5.00022,PASSED,FAILED,PASSED,PASSED,313.6,328.8, --- , 4.9996,4.99977,PASSED,PASSED,PASSED,PASSED,292,331.2,PASS,4/17/2024 1:43:04 PM
ZJ2309239001406RH6,119.226,5.00048,5.00028,PASSED,PASSED,PASSED,PASSED,319.2,358.4,PASS,4/17/2024 1:44:17 PM
ZJ2309239001407RH6,119.204,5.00058,4.99966,PASSED,PASSED,PASSED,PASSED,-203.2,344.8, --- , 5.00062,4.99975,PASSED,FAILED,PASSED,PASSED,-178.4,335.2,FAIL,4/17/2024 1:46:15 PM
ZJ2309239001422RH6,118.448,5.00004,4.99941,PASSED,FAILED,PASSED,PASSED,345.6,326.4, --- , 4.99982,4.99952,PASSED,PASSED,PASSED,PASSED,323.6,320,PASS,4/17/2024 1:49:18 PM
ZJ2309239001413RH6,119.466,4.99972,4.99944,PASSED,PASSED,PASSING,PASSED,312,240.4,PASS,4/17/2024 1:50:40 PM
ZJ2309239001397RH6,118.032,4.99974,5.00005,PASSED,PASSED,PASSED,PASSED,269.6,337.2,PASS,4/17/2024 1:51:51 PM
ZJ2309239001610RH6,116.789,5.00004,5.00039,PASSED,FAILED,PASSED,PASSED,-206.4,359.2, --- , 4.99992,5.00064,PASSED,PASSED,PASSED,PASSED,-213.6,349.6,FAIL,4/17/2024 1:53:46 PM
ZJ2309239001432RH6,118.561,5.00036,4.99979,PASSED,PASSED,PASSING,PASSED,376.8,334.4, --- , 5,5.00019,PASSED,PASSED,FAILED,FAILED,367.2,348,FAIL,4/17/2024 1:55:48 PM
ZJ2309239001398RH6,119.308,5.0002,4.99985,PASSED,PASSED,PASSED,PASSED,328.8,349.6,PASS,4/17/2024 1:57:14 PM
ZJ2309239001440RH6,119.062,4.99972,5.00015,PASSED,PASSED,PASSED,PASSED,323.2,363.2,PASS,4/17/2024 1:58:24 PM
ZJ2309239001434RH6,118.831,5.00002,4.99963,PASSED,PASSED,PASSED,PASSED,350.4,349.6,PASS,4/17/2024 1:59:40 PM
ZJ2309239001328RH6,120.185,5.00022,4.99963,PASSED,PASSED,PASSING,PASSED,339.2,300.8,PASS,4/17/2024 2:12:49 PM
ZJ2309239001379RH6,120.423,5.00016,4.99964,PASSED,PASSED,PASSED,PASSED,315.2,330.8,PASS,4/17/2024 2:16:43 PM
ZJ2309239001626RH6,119.699,5.00008,5.00057,PASSED,FAILED,PASSED,PASSED,382.4,328, --- , 5.0002,5.00017,PASSED,FAILED,PASSED,PASSED,349.6,363.2,FAIL,4/17/2024 2:19:19 PM
ZJ2309239001359RH6,119.606,4.99988,5.00009,PASSED,PASSED,PASSED,PASSED,325.6,324.8,PASS,4/17/2024 2:20:41 PM
ZJ2309239001325RH6,119.258,5.0001,4.99983,PASSED,PASSED,PASSED,PASSED,344.8,318.4,PASS,4/17/2024 2:21:52 PM
ZJ2309239001348RH6,120.271,5.00034,5.0006,PASSED,PASSED,PASSED,PASSED,320.8,340.8,PASS,4/17/2024 2:23:04 PM
ZJ2309239001609RH6,120.133,5.0002,4.99994,PASSED,PASSED,PASSED,PASSED,307.6,319.2,PASS,4/17/2024 2:24:20 PM
ZJ2309239001390RH6,119.199,4.99986,4.99987,PASSED,PASSED,PASSING,PASSED,330.4,333.6,PASS,4/17/2024 2:29:59 PM
ZJ2309239001598RH6,119.591,4.99996,4.99972,PASSED,PASSED,PASSED,PASSED,320.8,343.6,PASS,4/17/2024 2:31:30 PM
ZJ2309239001396RH6,121.428,4.9997,4.99943,PASSED,PASSED,PASSED,PASSED,330.4,354,PASS,4/17/2024 2:32:59 PM
ZJ2309239001384RH6,118.946,4.99976,4.99964,PASSED,PASSED,PASSED,PASSED,264,289.2,PASS,4/17/2024 2:34:55 PM
ZJ2309239001409RH6,119.034,5.00018,4.99984,PASSED,PASSED,PASSED,PASSED,338.4,346,PASS,4/17/2024 2:36:12 PM
ZJ2309239001393RH6,121.297,4.99998,5.00003,PASSED,PASSED,PASSED,PASSED,348.8,329.6,PASS,4/17/2024 2:37:21 PM
ZJ2309239001433RH6,116.37,4.99996,4.99991,PASSED,PASSED,PASSING,PASSED,304.8,334.4,PASS,4/17/2024 2:38:49 PM
ZJ2309239001625RH6,120.2,4.99996,5.00005,PASSED,PASSED,PASSED,PASSED,330.4,345.6,PASS,4/17/2024 2:41:33 PM
ZJ2309239001498RH6,120.024,4.99956,5.00009,PASSED,PASSED,FAILED,FAILED,242.8,300, --- , 5.00038,5.00012,PASSED,PASSED,PASSED,PASSED,210.4,265.6,FAIL,4/17/2024 2:43:21 PM
ZJ2309239001404RH6,118.957,4.99966,5.00016,PASSED,PASSED,PASSED,PASSED,324,328.8,PASS,4/17/2024 2:44:48 PM
ZJ2309239001620RH6,119.363,5.00042,5.00017,PASSED,PASSED,PASSED,PASSED,308,225.6,PASS,4/17/2024 2:46:07 PM
ZJ2309239001599RH6,116.248,4.99988,4.99945,PASSED,FAILED,PASSING,PASSED,329.6,348, --- , 4.99976,5.00001,PASSED,FAILED,PASSED,PASSED,328.8,360,FAIL,4/17/2024 2:47:56 PM
ZJ2309239001382RH6,119.774,5.00008,4.99939,PASSED,PASSED,PASSED,PASSED,258.4,367.2,PASS,4/17/2024 2:50:24 PM
ZJ2309239001403RH6,120.26,5.00008,5.00047,PASSED,PASSED,FAILED,FAILED,334,297.6, --- , 4.9995,5.00011,PASSED,PASSED,PASSED,PASSED,342.4,296.4,PASS,4/17/2024 2:52:12 PM
ZJ2309239001597RH6,116.584,4.99976,4.99996,PASSED,PASSED,PASSED,PASSED,218.4,345.6, --- , 4.9997,4.99963,PASSED,PASSED,PASSING,PASSED,229.2,360.4,PASS,4/17/2024 2:53:57 PM
ZJ2309239001401RH6,119.3,4.9996,5.00047,PASSED,PASSED,PASSED,PASSED,333.6,311.6,PASS,4/17/2024 2:56:25 PM
ZJ2309239001387RH6,116.302,4.99994,5.00056,PASSED,PASSED,PASSED,PASSED,352.8,332,PASS,4/17/2024 3:04:47 PM
ZJ2309239001418RH6,119.326,5.00024,5.00016,PASSED,PASSED,PASSED,PASSED,328,339.2,PASS,4/17/2024 3:08:53 PM
ZJ2309239001418RH6,119.477,4.99968,4.99924,PASSED,FAILED,PASSED,PASSED,344,338.4, --- , 5.00056,5.00029,PASSED,FAILED,PASSED,PASSED,306.8,360.4,FAIL,4/17/2024 3:12:24 PM
ZJ2309239001416RH6,120.296,5.00008,4.99976,PASSED,PASSED,PASSED,PASSED,324.8,334.4,PASS,4/17/2024 3:13:41 PM
ZJ2309239001645RH6,116.225,5.00016,4.99972,PASSED,PASSED,PASSED,PASSED,305.2,370,PASS,4/17/2024 3:24:49 PM
ZJ2309239001645RH6,116.482,5.00008,4.99997,PASSED,PASSED,PASSING,PASSED,336,354.4,PASS,4/17/2024 3:32:34 PM
ZJ2309239001425RH6,119.665,5.00032,5.00023,PASSED,FAILED,PASSED,PASSED,306.4,341.6, --- , 5.00024,4.9996,PASSED,PASSED,PASSING,PASSED,305.6,329.2,PASS,4/17/2024 3:34:24 PM
ZJ2309239001435RH6,118.767,4.99964,4.99972,PASSED,PASSED,PASSING,PASSED,347.6,358.8,PASS,4/17/2024 3:35:38 PM
