Serial #s, Consumption Current (mA), Lo Gate Trig Freq,Hi Gate Trig Freq, DSAT Hi, DSAT Lo, 2L Turn Off Hi, 2L Turn Off Lo, Hi DeadTime,Lo DeadTime, Result, DateTime
ZJ24010910010034LF,121.567,5.00008,5.00054,PASSED,PASSED,PASSED,PASSED,360,-132, --- , 5.0002,4.99977,PASSED,PASSED,PASSED,PASSED,350.4,-147.2,FAIL,5/7/2024 12:46:27 PM
ZJ24010910010034LF,122.381,4.9998,5.00024,PASSED,PASSED,PASSED,PASSED,343.2,-138.4, --- , 5.0002,4.99955,PASSED,PASSED,PASSED,PASSED,335.2,-143.2,FAIL,5/7/2024 12:48:50 PM
ZJ24010910010346LF,120.359,4.9995,5.00003,PASSED,PASSED,PASSED,PASSED,307.2,-159.2, --- , 5.00004,4.9998,PASSED,PASSED,PASSED,PASSED,326.4,-160.8,FAIL,5/7/2024 12:52:04 PM
ZJ24010910010346LF,121.297,4.99968,5.00051,PASSED,PASSED,PASSED,PASSED,317.6,-163.2, --- , 4.99948,4.99991,PASSED,PASSED,PASSED,PASSED,330.4,-160.4,FAIL,5/7/2024 12:53:49 PM
ZJ24010910010254LF,121.061,5.00064,4.99987,PASSED,PASSED,PASSED,PASSED,-206.4,350.4, --- , 4.99984,4.99926,PASSED,PASSED,PASSED,PASSED,-213.6,332.8,FAIL,5/7/2024 12:55:26 PM
ZJ24010910010001LF,120.119,4.99988,5.00016,PASSED,PASSED,PASSED,PASSED,-194,334.4, --- , 4.99996,4.99997,PASSED,PASSED,PASSED,PASSED,-177.6,310.4,FAIL,5/7/2024 12:57:07 PM
ZJ24010910010055LF,120.154,5.00048,5.00006,PASSED,PASSED,PASSED,PASSED,-193.6,336.8, --- , 4.99988,4.99986,PASSED,PASSED,PASSED,PASSED,-204,316,FAIL,5/7/2024 12:58:44 PM
ZJ24010910010237LF,120.609,5.0002,4.99965,PASSED,PASSED,PASSED,PASSED,-206.4,359.6, --- , 5.00012,5.00039,PASSED,PASSED,PASSED,PASSED,-198.4,340.8,FAIL,5/7/2024 1:00:56 PM
ZJ24010910010237LF,120.97,4.99976,4.99952,PASSED,PASSED,FAILED,FAILED,-204.8,347.2, --- , 5.00012,5.0001,PASSED,PASSED,PASSED,PASSED,-169.6,381.6,FAIL,5/7/2024 1:05:01 PM
ZJ24010910010317LF,119.492,5.00064,4.99943,PASSED,PASSED,PASSED,PASSED,-156,378.4, --- , 5.00052,4.99993,PASSED,PASSED,PASSED,PASSED,-164.8,389.6,FAIL,5/7/2024 1:13:01 PM
ZJ24010910010117LF,120.266,5,5.00032,PASSED,PASSED,PASSED,PASSED,-188,314.4, --- , 5.00032,4.99955,PASSED,PASSED,PASSED,PASSED,-192,324.8,FAIL,5/7/2024 1:14:41 PM
ZJ24010910010286LF,118.302,5.00012,4.99959,PASSED,PASSED,PASSING,PASSED,-186.4,348.8, --- , 5.00012,4.99992,PASSED,PASSED,PASSED,PASSED,-188,350.4,FAIL,5/7/2024 1:16:33 PM
ZJ24010910010281LF,117.703,4.99996,4.99958,PASSED,PASSED,FAILED,FAILED,322.4,-187.2, --- , 5.00036,5.00051,PASSED,PASSED,PASSED,PASSED,323.2,-148,FAIL,5/7/2024 1:18:23 PM
ZJ24010910010333LF,119.521,5.00004,4.99987,PASSED,PASSED,PASSED,PASSED,347.2,-142.4, --- , 5.0006,5.00032,PASSED,PASSED,PASSED,PASSED,361.2,-159.6,FAIL,5/7/2024 1:20:00 PM
ZJ24010910010136LF,119.3,5.00056,4.99999,PASSED,PASSED,FAILED,FAILED,335.2,-180.8, --- , 4.99976,5.00019,PASSED,PASSED,PASSED,PASSED,335.2,-168.8,FAIL,5/7/2024 1:21:56 PM
ZJ24010910010331LF,120.105,4.99944,5.00027,PASSED,PASSED,PASSED,PASSED,-172,344.8, --- , 4.99972,5,PASSED,PASSED,PASSED,PASSED,-180,363.2,FAIL,5/7/2024 1:23:50 PM
ZJ24010910010343LF,120.002,4.99988,5.00024,PASSED,PASSED,PASSED,PASSED,-167.2,372, --- , 5.0002,4.99968,PASSED,PASSED,PASSED,PASSED,-185.6,379.2,FAIL,5/7/2024 1:25:25 PM
ZJ24010910010208LF,120.59,4.99956,5.00053,PASSED,PASSED,PASSING,PASSED,213.6,-168, --- , 5.0002,4.99989,PASSED,PASSED,PASSED,PASSED,213.2,-178.4,FAIL,5/7/2024 1:27:20 PM
ZJ24010910010208LF,120.988,4.99994,4.99983,PASSED,PASSED,PASSED,PASSED,232,-155.2, --- , 4.99988,4.99991,PASSED,PASSED,PASSED,PASSED,215.2,-168.8,FAIL,5/7/2024 1:31:09 PM
ZJ24010910010264LF,121.045,5.00016,5.00011,PASSED,PASSED,PASSED,PASSED,-213.6,353.6, --- , 4.99992,5.00008,PASSED,PASSED,PASSED,PASSED,-180.8,336.8,FAIL,5/7/2024 1:32:43 PM
ZJ24010910010262LF,120.647,5.0002,5.00022,PASSED,PASSED,PASSED,PASSED,300.8,-170.4, --- , 5.0002,5.00009,PASSED,PASSED,PASSED,PASSED,323.2,-152.8,FAIL,5/7/2024 1:34:16 PM
ZJ24010910010300LF,119.675,5.00056,4.99998,PASSED,PASSED,PASSED,PASSED,-220,329.6, --- , 4.9998,5.00007,PASSED,PASSED,PASSING,PASSED,-221.6,348.4,FAIL,5/7/2024 1:35:54 PM
ZJ24010910010268LF,120.083,5.00044,4.99955,PASSED,PASSED,FAILED,FAILED,-186.4,314.8, --- , 5,4.9998,PASSED,PASSED,PASSED,PASSED,-195.2,312,FAIL,5/7/2024 1:37:29 PM
ZJ24010910010008LF,119.977,4.9998,4.9999,PASSED,PASSED,FAILED,FAILED,331.2,-152, --- , 4.99984,4.99968,PASSED,PASSED,PASSING,PASSED,313.6,-168,FAIL,5/7/2024 1:39:22 PM
ZJ24010910010051LF,120.469,5.00008,4.99939,PASSED,PASSED,PASSED,PASSED,-200,382, --- , 5.00016,5.00036,PASSED,PASSED,PASSED,PASSED,-177.6,382.4,FAIL,5/7/2024 1:41:26 PM
ZJ24010910010171LF,119.396,5.00028,4.99956,PASSED,PASSED,PASSED,PASSED,257.6,-185.6, --- , 4.99996,5.00035,PASSED,PASSED,PASSED,PASSED,288.8,-165.6,FAIL,5/7/2024 1:43:06 PM
ZJ24010910010009LF,121.029,5.00056,4.99953,PASSED,PASSED,PASSED,PASSED,368,-185.6, --- , 5,5.00045,PASSED,PASSED,PASSED,PASSED,368.8,-164,FAIL,5/7/2024 1:44:57 PM
