Serial #s,Lo Off Gate Voltage,Hi On Gate Voltage,Hi Off Gate Voltage,Lo On Gate Voltage,Digital +5V,Hi Pos Vunreg,Hi Neg Vunreg,Hi +5V,Hi -5V,Lo Pos Vunreg,Lo Neg Vunreg,Lo +5V,Lo -5V,Hi  Freq,Hi Duty,Lo Freq,Lo Duty,TempFreq,Temp Duty,DCL Freq,DCL Duty, Result, DateTime
ZJ24010900010151RH6,5.25,19.32,5.22,19.35,5.3,22.46,8.41,5.3,5.45,22.42,8.43,5.3,5.43,10005,49.65,10001.25,49.64,31421.84,55.58,31421.84,49.84,PASS,4/4/2024 7:13:02 AM
ZJ24010900010220RH6,5.24,19.26,5.21,19.35,5.31,22.43,8.42,5.3,5.45,22.41,8.43,5.3,5.42,10003.75,49.67,10005,49.62,31458.91,55.56,31458.91,49.19,PASS,4/4/2024 7:13:56 AM
ZJ24010900010233RH6,5.25,19.34,5.23,19.28,5.29,22.46,8.4,5.3,5.44,22.41,8.44,5.3,5.45,10006.25,49.63,10005,49.61,31483.67,55.57,31496.06,50.63,PASS,4/4/2024 7:14:36 AM
ZJ24010900010130RH6,5.25,19.33,5.23,19.35,5.31,22.45,8.41,5.29,5.44,22.42,8.43,5.31,5.44,10003.75,49.66,10003.75,49.64,31533.31,55.58,31520.88,49.17,PASS,4/4/2024 7:15:00 AM
ZJ24010900010190RH6,5.26,19.26,5.22,19.31,5.31,22.44,8.39,5.27,5.43,22.42,8.43,5.29,5.43,10003.75,49.62,10001.25,49.66,31633.06,55.6,31633.06,46.82,FAIL,4/4/2024 7:15:22 AM
ZJ24010900010190RH6,5.27,19.26,5.22,19.31,5.31,22.44,8.39,5.27,5.43,22.42,8.43,5.29,5.43,10002.5,49.6,10003.75,49.68,31633.06,55.6,31633.06,50.26,PASS,4/4/2024 7:15:49 AM
ZJ24010900010206RH6,5.23,19.38,5.22,19.32,5.3,22.43,8.38,5.3,5.44,22.41,8.42,5.3,5.43,10001.25,49.59,10003.75,49.64,31496.06,55.98,31496.06,47.99,PASS,4/4/2024 7:16:10 AM
ZJ24010900010232RH6,5.24,19.3,5.23,19.34,5.32,22.45,8.4,5.29,5.44,22.43,8.42,5.31,5.44,10006.25,49.71,9998.75,49.61,31533.31,55.58,31533.31,49.07,PASS,4/4/2024 7:16:31 AM
ZJ24010900010280RH6,5.24,19.36,5.23,19.35,5.31,22.43,8.4,5.3,5.42,22.4,8.43,5.32,5.43,10005,49.66,10002.5,49.6,31608.06,55.59,31608.06,49.35,PASS,4/4/2024 7:17:03 AM
ZJ24010900010205RH6,5.24,19.37,5.22,19.32,5.34,22.44,8.38,5.3,5.44,22.41,8.4,5.3,5.43,10000,49.61,10006.25,49.59,31496.06,55.59,31496.06,49.72,PASS,4/4/2024 7:17:23 AM
ZJ24010900010207RH6,5.25,19.28,5.23,19.35,5.33,22.43,8.4,5.29,5.45,22.39,8.42,5.31,5.44,10005,49.62,10005,49.62,31570.64,55.56,31570.64,49.25,PASS,4/4/2024 7:17:54 AM
ZJ24010900010131RH6,5.26,19.32,5.23,19.34,5.3,22.46,8.4,5.3,5.45,22.41,8.42,5.31,5.43,10002.5,49.69,10002.5,49.57,31520.88,55.59,31520.88,47.91,PASS,4/4/2024 7:18:19 AM
ZJ24010900010146RH6,5.25,19.25,5.22,19.33,5.32,22.47,8.41,5.29,5.44,22.42,8.43,5.31,5.43,10005,49.65,10002.5,49.61,31533.31,55.58,31533.31,49.35,PASS,4/4/2024 7:18:42 AM
ZJ24010900010228RH6,5.25,19.34,5.23,19.26,5.3,22.45,8.4,5.3,5.44,22.42,8.43,5.31,5.42,10000,49.61,10002.5,49.61,31545.74,55.56,31545.74,48.97,PASS,4/4/2024 7:19:03 AM
ZJ24010900010227RH6,5.25,19.33,5.22,19.33,5.3,22.44,8.41,5.3,5.44,22.42,8.44,5.32,5.45,10005,49.7,10005,49.62,31508.47,55.57,31508.47,50.02,PASS,4/4/2024 7:19:26 AM
ZJ24010900010226RH6,5.25,19.31,5.25,19.34,5.32,22.45,8.41,5.29,5.44,22.41,8.43,5.31,5.43,10003.75,49.63,10001.25,49.61,31570.64,55.6,31570.64,50.04,PASS,4/4/2024 7:19:47 AM
ZJ24010900010145RH6,5.25,19.32,5.24,19.31,5.31,22.44,8.4,5.29,5.43,22.41,8.44,5.29,5.43,10001.25,49.57,10002.5,49.69,31483.67,55.61,31483.67,50.73,PASS,4/4/2024 7:20:07 AM
ZJ24010900010281RH6,5.25,19.33,5.23,19.36,5.31,22.45,8.4,5.31,5.44,22.42,8.43,5.32,5.44,10002.5,49.59,10005,49.64,31483.67,55.61,31483.67,50.85,PASS,4/4/2024 7:20:35 AM
ZJ24010900010051RH6,5.26,19.35,5.24,19.33,5.32,22.45,8.4,5.3,5.44,22.4,8.42,5.31,5.43,10003.75,49.67,10003.75,49.59,31520.88,55.56,31533.31,50.45,PASS,4/4/2024 7:21:04 AM
ZJ24010900010282RH6,5.24,19.26,5.23,20.05,5.32,22.44,8.42,5.3,5.45,22.4,8.44,5.31,5.43,10002.5,49.66,10003.75,49.58,31558.19,55.54,31558.19,49.9,PASS,4/4/2024 7:21:26 AM
ZJ24010900010268RH6,5.24,19.31,5.22,19.34,5.31,22.44,8.42,5.31,5.45,22.42,8.42,5.31,5.43,10005,49.7,10003.75,49.62,31583.1,55.59,31583.1,49.07,PASS,4/4/2024 7:21:46 AM
ZJ24010900010192RH6,5.26,19.33,5.23,19.34,5.33,22.43,8.38,5.29,5.44,22.4,8.42,5.31,5.44,10003.75,49.61,10002.5,49.66,31583.1,55.55,31583.1,49.23,PASS,4/4/2024 7:22:06 AM
ZJ24010900010132RH6,5.25,19.26,5.22,19.35,5.32,22.42,8.42,5.29,5.45,22.38,8.44,5.31,5.44,10005,49.64,10002.5,49.61,31583.1,55.59,31583.1,50.41,PASS,4/4/2024 7:22:27 AM
ZJ24010900010270RH6,5.25,19.33,5.23,19.27,5.33,22.45,8.42,5.31,5.45,22.41,8.43,5.31,5.44,10002.5,49.67,10002.5,49.57,31608.06,55.55,31620.55,49.33,PASS,4/4/2024 7:22:52 AM
ZJ24010900010222RH6,5.24,19.33,5.22,19.32,5.32,22.44,8.4,5.3,5.43,22.42,8.42,5.3,5.43,10000,49.62,10006.25,49.68,31483.67,55.57,31483.67,49.94,PASS,4/4/2024 7:23:15 AM
ZJ24010900010269RH6,5.24,19.37,5.24,19.34,5.33,22.45,8.4,5.31,5.45,22.41,8.42,5.31,5.43,10003.75,49.63,10005,49.66,31570.64,55.56,31570.64,48.93,PASS,4/4/2024 7:23:40 AM
ZJ24010900010065RH6,5.24,19.34,5.26,19.26,5.33,22.43,8.41,5.3,5.45,22.41,8.44,5.3,5.43,10005,49.67,10006.25,49.59,31533.31,55.62,31533.31,49.86,PASS,4/4/2024 7:26:02 AM
ZJ24010900010040RH6,5.26,19.33,5.23,19.38,5.31,22.45,8.41,5.29,5.45,22.4,8.43,5.32,5.43,10002.5,49.65,10005,49.65,31570.64,56,31558.19,50.22,PASS,4/4/2024 7:26:26 AM
ZJ24010900010041RH6,5.26,19.3,5.24,19.33,5.31,22.44,8.41,5.3,5.45,22.41,8.44,5.31,5.45,10002.5,49.65,10000,49.64,31471.28,55.59,31471.28,50.31,PASS,4/4/2024 7:27:06 AM
ZJ24010900010060RH6,5.25,19.34,5.24,19.28,5.31,22.44,8.4,5.3,5.43,22.41,8.45,5.3,5.44,10003.75,49.66,10003.75,49.64,31496.06,55.55,31496.06,50.98,PASS,4/4/2024 7:27:38 AM
ZJ24010900010058RH6,5.26,19.33,5.23,19.32,5.3,22.43,8.41,5.3,5.44,22.4,8.44,5.29,5.43,10003.75,49.66,10003.75,49.62,31508.47,55.57,31508.47,50.3,PASS,4/4/2024 7:28:13 AM
ZJ24010900010186RH6,5.25,19.29,5.24,19.35,5.33,22.45,8.41,5.29,5.46,22.41,8.43,5.32,5.43,10001.25,49.66,9998.75,49.54,31446.54,55.5,31458.91,50.02,PASS,4/4/2024 7:28:35 AM
ZJ24010900010066RH6,5.25,19.36,5.24,19.33,5.31,22.44,8.41,5.3,5.44,22.41,8.42,5.31,5.43,10002.5,49.64,10003.75,49.62,31608.06,55.59,31608.06,49.86,PASS,4/4/2024 7:28:58 AM
ZJ24010900010274RH6,5.64,19.71,5.62,19.72,5.31,22.45,8.4,5.3,5.44,22.41,8.44,5.3,5.45,10001.25,49.62,10003.75,49.63,31533.31,55.54,31533.31,49.9,PASS,4/4/2024 7:29:25 AM
ZJ24010900010184RH6,5.25,19.29,5.22,19.32,5.31,22.45,8.41,5.29,5.45,22.41,8.45,5.31,5.46,10002.5,49.62,10003.75,49.64,31471.28,55.59,31471.28,50.16,PASS,4/4/2024 7:29:46 AM
ZJ24010900010023RH6,5.26,19.33,5.23,19.35,5.32,22.45,8.41,5.3,5.45,22.4,8.43,5.32,5.44,10003.75,49.66,10003.75,49.66,31633.06,55.56,31633.06,51.01,PASS,4/4/2024 7:30:09 AM
ZJ24010900010100RH6,5.25,19.98,5.21,19.3,5.31,22.45,8.4,5.29,5.42,22.42,8.42,5.31,5.42,10002.5,49.56,10001.25,49.63,31533.31,55.58,31533.31,49.47,PASS,4/4/2024 7:30:29 AM
ZJ24010900010038RH6,5.25,20.07,5.23,19.36,5.31,22.45,8.39,5.31,5.44,22.41,8.42,5.31,5.42,10003.75,49.61,10002.5,49.67,31508.47,55.57,31508.47,50.61,PASS,4/4/2024 7:30:50 AM
ZJ24010900010059RH6,5.26,20.16,5.25,20,5.33,22.45,8.4,5.3,5.44,22.32,8.43,5.3,5.43,10006.25,49.64,10001.25,49.54,31446.54,55.58,31446.54,50.51,PASS,4/4/2024 7:31:14 AM
