Serial #s, Consumption Current (mA), Lo Gate Trig Freq,Hi Gate Trig Freq, DSAT Hi, DSAT Lo, 2L Turn Off Hi, 2L Turn Off Lo, Hi DeadTime,Lo DeadTime, Result, DateTime
ZJ2309239001279RH6,118.266,4.99974,5.00008,PASSED,PASSED,PASSED,PASSED,280,184.8, --- , 4.99976,5.00018,PASSED,FAILED,PASSED,PASSED,284.8,183.2,FAIL,5/6/2024 7:09:40 AM
ZJ2309239001320RH6,119.041,5.00046,4.99969,PASSED,FAILED,PASSED,PASSED,351.2,332.4, --- , 4.99942,5.00003,PASSED,PASSED,PASSED,PASSED,360.8,363.2,PASS,5/6/2024 7:12:37 AM
ZJ2309239001687RH6,119.14,5.00002,4.99996,PASSED,PASSED,PASSED,PASSED,308.8,167.2, --- , 5.00036,5.00005,PASSED,PASSED,PASSED,PASSED,340,193.6,FAIL,5/6/2024 7:20:29 AM
ZJ2309239001687RH6,119.902,4.99996,4.9994,PASSED,PASSED,PASSED,PASSED,317.2,209.2, --- , 5.00042,4.99955,PASSED,PASSED,PASSED,PASSED,327.6,205.6,FAIL,5/6/2024 7:22:23 AM
ZJ2309239001687RH6,119.328,5.0001,4.99979,PASSED,PASSED,PASSED,PASSED,344.8,188.8, --- , 5.00002,5.00003,PASSED,PASSED,PASSED,PASSED,316,182.8,FAIL,5/6/2024 8:59:04 AM
ZJ2309239001687RH6,120.071,5.00032,4.99995,PASSED,FAILED,PASSED,PASSED,345.6,185.6, --- , 4.9999,5.00063,PASSED,PASSED,PASSED,PASSED,314.4,194.4,FAIL,5/6/2024 9:00:42 AM
ZJ2309239001628RH6,115.227,4.99966,5.00365,PASSED,PASSED,PASSING,PASSED,-192,-148, --- , 5.00014,4.99888,PASSED,PASSED,PASSED,PASSED,-230,-147.2,FAIL,5/6/2024 9:03:44 AM
ZJ2309239001407RH6,119.053,5.00026,4.99986,PASSED,FAILED,PASSED,PASSED,-209.6,342.4, --- , 5.00028,4.99956,PASSED,PASSED,PASSED,PASSED,-197.6,334.4,FAIL,5/6/2024 9:05:42 AM
ZJ2309239001610RH6,119.503,4.99962,5.00008,PASSED,PASSED,PASSED,PASSED,-204.8,328.8, --- , 4.99994,5.00039,PASSED,PASSED,PASSED,PASSED,-208.4,334.4,FAIL,5/6/2024 9:07:33 AM
ZJ2309239001600RH6,119.979,4.99972,4.9996,PASSED,FAILED,PASSED,PASSED,322.4,-191.6, --- , 4.9996,5.00024,PASSED,FAILED,PASSED,PASSED,332.8,-170.4,FAIL,5/6/2024 9:10:59 AM
ZJ2309239001599RH6,116.059,4.99988,4.99969,PASSED,FAILED,FAILED,FAILED,363.2,366.8, --- , 4.99998,4.9996,PASSED,FAILED,PASSED,PASSED,341.2,370.8,FAIL,5/6/2024 9:13:08 AM
ZJ2309239001599RH6,119.845,5,5.0002,PASSED,FAILED,PASSED,PASSED,335.2,375.2, --- , 4.9994,5.00001,PASSED,FAILED,PASSED,PASSED,328.8,372.8,FAIL,5/6/2024 9:14:52 AM
ZJ2309239001599RH6,120.44,5.00012,5.00059,PASSED,FAILED,PASSED,PASSED,340,381.6, --- , 5.00012,4.99971,PASSED,FAILED,PASSED,PASSED,352,359.2,FAIL,5/6/2024 9:16:31 AM
ZJ2309239001617RH6,119.503,4.99962,4.99976,PASSED,PASSED,PASSED,PASSED,207.2,300.8, --- , 5.00032,4.99977,PASSED,PASSED,PASSED,PASSED,201.2,294.4,FAIL,5/6/2024 9:18:42 AM
ZJ2309239001617RH6,120.31,5.00024,5.00057,PASSED,FAILED,PASSED,PASSED,194.4,297.6, --- , 4.99952,5.00033,PASSED,FAILED,PASSED,PASSED,200,296.8,FAIL,5/6/2024 9:20:27 AM
ZJ2309239001566RH6,118.953,4.99954,4.99999,PASSED,PASSED,PASSED,PASSED,210.4,338.8, --- , 4.99992,4.9994,PASSED,PASSED,PASSED,PASSED,209.6,327.2,FAIL,5/6/2024 9:22:26 AM
ZJ2309239001566RH6,119.753,5.0003,5.00021,PASSED,PASSED,PASSING,PASSED,199.2,337.6, --- , 4.9998,4.99955,PASSED,PASSED,PASSING,PASSED,204.8,342.4,FAIL,5/6/2024 9:24:04 AM
ZJ2309239001698RH6,119.308,4.99964,4.99972,PASSED,PASSED,PASSED,PASSED,-218.8,355.2, --- , 5.00002,4.99976,PASSED,PASSED,PASSED,PASSED,-193.6,376.8,FAIL,5/6/2024 9:26:12 AM
ZJ2309239001383RH6,119.946,4.99982,5.00072,PASSED,FAILED,PASSED,PASSED,276,190.4, --- , 5.00004,4.99972,PASSED,PASSED,FAILED,FAILED,302.8,204,FAIL,5/6/2024 9:28:28 AM
ZJ2309239001383RH6,120.82,4.99994,5.0002,PASSED,FAILED,PASSED,PASSED,283.2,212, --- , 5.00046,4.99971,PASSED,PASSED,PASSING,PASSED,303.2,215.2,FAIL,5/6/2024 9:30:05 AM
ZJ2309239001612RH6,119.842,4.99988,4.99999,FAILED,PASSED,PASSING,PASSED,333.6,344.8, --- , 4.99976,4.99985,FAILED,PASSED,PASSED,PASSED,344.8,358.4,FAIL,5/6/2024 9:32:27 AM
ZJ2309239001612RH6,120.862,4.99974,4.99975,FAILED,PASSED,PASSED,PASSED,341.6,364.8, --- , 5,5.00001,FAILED,PASSED,PASSED,PASSED,368,348.4,FAIL,5/6/2024 9:34:06 AM
ZJ2309239001438RH6,119.081,4.99998,5,PASSED,PASSED,PASSED,PASSED,172.8,332.8, --- , 4.9998,4.99997,PASSED,PASSED,PASSED,PASSED,184,308.8,FAIL,5/6/2024 9:35:57 AM
ZJ2309239001381RH6,118.674,4.99956,4.99981,PASSED,PASSED,PASSED,PASSED,239.2,371.2,PASS,5/6/2024 9:38:31 AM
ZJ2309239001372RH6,119.128,5.00022,4.99989,PASSED,FAILED,PASSED,PASSED,187.6,312.8, --- , 5.00004,5.0006,PASSED,PASSED,PASSED,PASSED,198.4,293.6,FAIL,5/6/2024 9:40:45 AM
ZJ2309239001372RH6,120.052,5.00016,4.99999,PASSED,FAILED,PASSED,PASSED,216.8,316, --- , 4.99984,4.99949,PASSED,PASSED,PASSED,PASSED,204,289.2,FAIL,5/6/2024 9:42:27 AM
ZJ2309239001252RH6,122.104,4.99976,5.00043,PASSED,FAILED,PASSED,PASSED,326.4,210, --- , 4.99974,4.99982,PASSED,FAILED,PASSED,PASSED,316,211.6,FAIL,5/6/2024 9:48:47 AM
ZJ2309239001252RH6,122.658,4.99976,4.99945,PASSED,FAILED,PASSING,PASSED,308.4,195.2, --- , 4.99968,4.99991,PASSED,FAILED,PASSED,PASSED,310.8,209.2,FAIL,5/6/2024 10:18:25 AM
ZJ2309239001252RH6,121.267,4.99968,4.9997,PASSED,FAILED,PASSED,PASSED,298.4,189.2, --- , 5.00002,4.99945,PASSED,FAILED,PASSED,PASSED,315.2,182,FAIL,5/6/2024 10:20:11 AM
ZJ2309239001341RH6,117.924,4.99992,5.00007,PASSED,PASSED,PASSED,PASSED,313.6,404.4, --- , 4.99964,5.00047,PASSED,PASSED,PASSED,PASSED,344.8,399.2,FAIL,5/6/2024 10:22:02 AM
ZJ2309239001341RH6,119.049,5.00012,4.99954,PASSED,PASSED,PASSED,PASSED,332,414.8, --- , 4.99976,4.99967,PASSED,FAILED,PASSED,PASSED,343.6,406,FAIL,5/6/2024 10:23:42 AM
ZJ2309239001591RH6,118.947,4.9996,4.99982,PASSED,PASSED,PASSED,PASSED,331.2,-170.8, --- , 4.99962,5.00004,PASSED,PASSED,PASSED,PASSED,319.2,-184,FAIL,5/6/2024 10:25:43 AM
ZJ2309239001563RH6,118.634,5.00004,5.0004,PASSED,PASSED,PASSING,PASSED,189.6,316.8, --- , 4.99958,5.00035,PASSED,PASSED,PASSED,PASSED,207.2,316.4,FAIL,5/6/2024 10:27:50 AM
ZJ2309239001563RH6,119.652,4.99952,4.99963,PASSED,FAILED,PASSED,PASSED,209.6,319.2, --- , 5.00056,4.99936,PASSED,FAILED,PASSED,PASSED,222.4,329.6,FAIL,5/6/2024 10:29:33 AM
ZJ2309239001355RH6,119.524,5.0004,4.99969,PASSED,PASSED,PASSED,PASSED,170.4,327.2, --- , 5.0005,5,PASSED,PASSED,FAILED,FAILED,218.4,314.4,FAIL,5/6/2024 10:31:37 AM
ZJ2309239001355RH6,120.581,4.99968,4.99995,PASSED,PASSED,PASSED,PASSED,196.4,311.2, --- , 5.00024,4.99999,PASSED,PASSED,PASSED,PASSED,188.8,334,FAIL,5/6/2024 10:33:26 AM
ZJ2309239001562RH6,118.618,4.9996,4.99979,PASSED,PASSED,PASSED,PASSED,333.2,402.4, --- , 4.99948,5.00051,PASSED,PASSED,PASSED,PASSED,328.8,369.6,PASS,5/6/2024 10:35:24 AM
ZJ2309239001564RH6,119.584,4.9996,4.9996,PASSED,FAILED,PASSED,PASSED,242.4,-162, --- , 5.00062,5.00016,PASSED,PASSED,PASSED,PASSED,280,-208.4,FAIL,5/6/2024 10:38:22 AM
ZJ2309239001700RH6,120.767,5.00032,5.00019,PASSED,PASSED,PASSING,PASSED,199.2,366.4, --- , 5.00008,5.00017,PASSED,PASSED,PASSED,PASSED,200.8,344.8,FAIL,5/6/2024 10:40:26 AM
ZJ2309239001700RH6,121.708,5.00044,5.00045,PASSED,PASSED,PASSED,PASSED,194,368.8, --- , 5.00012,5.00056,PASSED,PASSED,PASSED,PASSED,174,376,FAIL,5/6/2024 10:42:09 AM
ZJ2309239001717RH6,117.653,4.99976,4.99956,PASSED,PASSED,PASSED,PASSED,185.6,316, --- , 5.0001,4.99993,PASSED,PASSED,PASSED,PASSED,161.6,338.4,FAIL,5/6/2024 10:44:06 AM
ZJ2309239001281RH6,120.44,5,4.99989,PASSED,PASSED,PASSED,PASSED,-213.6,348.8, --- , 5.00004,5.00035,PASSED,PASSED,PASSED,PASSED,-216.8,342.4,FAIL,5/6/2024 10:45:57 AM
ZJ2309239001288RH6,119.939,5.00024,4.99988,PASSED,PASSED,PASSED,PASSED,317.6,-201.6, --- , 5.0004,4.99932,PASSED,FAILED,PASSED,PASSED,325.6,-203.2,FAIL,5/6/2024 10:47:48 AM
ZJ2309239001735RH6,120.01,4.99996,4.99977,PASSED,PASSED,PASSED,PASSED,322.4,366,PASS,5/6/2024 10:49:02 AM
ZJ2309239001279RH6,118.379,5.00016,5.00448,PASSED,FAILED,PASSED,PASSED,301.6,172.8, --- , 5.00036,4.99985,PASSED,FAILED,PASSED,PASSED,292.8,165.2,FAIL,5/6/2024 10:50:50 AM
ZJ2309239001279RH6,119.234,4.99944,5.00011,PASSED,PASSED,FAILED,FAILED,303.2,178.4, --- , 4.99962,4.99941,PASSED,PASSED,PASSED,PASSED,304.8,208,FAIL,5/6/2024 10:52:28 AM
ZJ2309239001646RH6,119.469,4.99988,4.9994,PASSED,PASSED,FAILED,FAILED,270.4,-174, --- , 5.00028,5.00018,PASSED,PASSED,PASSED,PASSED,258.4,-162.4,FAIL,5/6/2024 10:54:34 AM
ZJ2309239001431RH6,120.215,5.00024,5.00005,PASSED,PASSED,PASSED,PASSED,329.6,386.4, --- , 4.9994,4.99941,PASSED,PASSED,PASSED,PASSED,348.8,398,FAIL,5/6/2024 10:59:21 AM
ZJ2309239001431RH6,121.085,4.9999,5.00017,PASSED,PASSED,PASSING,PASSED,336,366.4,PASS,5/6/2024 11:00:21 AM
ZJ2309239001383RH6,119.906,4.99996,4.99952,PASSED,PASSED,PASSING,PASSED,330.4,201.2, --- , 5.00012,5.00032,PASSED,FAILED,PASSED,PASSED,300,210.8,FAIL,5/6/2024 11:02:20 AM
ZJ2309239001383RH6,120.981,4.99938,4.9996,PASSED,FAILED,PASSED,PASSED,300,188.8, --- , 4.9999,5.00048,PASSED,PASSED,PASSING,PASSED,296.8,205.2,FAIL,5/6/2024 11:04:04 AM
ZJ2309239001612RH6,119.949,5.00046,4.99975,FAILED,PASSED,PASSED,PASSED,359.2,359.2, --- , 5.00036,5.00024,FAILED,PASSED,PASSED,PASSED,338.4,366.4,FAIL,5/6/2024 11:06:10 AM
ZJ2309239001612RH6,120.75,4.9997,5.00063,FAILED,PASSED,PASSED,PASSED,347.2,348.8, --- , 5.0001,5.00029,FAILED,PASSED,PASSED,PASSED,336,363.2,FAIL,5/6/2024 11:08:13 AM
ZJ2309239001599RH6,119.006,4.99998,5.00003,PASSED,FAILED,PASSING,PASSED,338.4,381.6, --- , 5.00034,4.9998,PASSED,PASSED,PASSED,PASSED,310.4,383.6,FAIL,5/6/2024 11:10:14 AM
ZJ2309239001599RH6,119.911,4.9998,5.00033,PASSED,FAILED,PASSED,PASSED,338.4,373.6, --- , 5.0002,5.00009,PASSED,PASSED,PASSED,PASSED,326.8,385.2,FAIL,5/6/2024 11:12:00 AM
