Serial #s,Lo Off Gate Voltage,Hi On Gate Voltage,Hi Off Gate Voltage,Lo On Gate Voltage,Digital +5V,Hi Pos Vunreg,Hi Neg Vunreg,Hi +5V,Hi -5V,Lo Pos Vunreg,Lo Neg Vunreg,Lo +5V,Lo -5V,Hi  Freq,Hi Duty,Lo Freq,Lo Duty,TempFreq,Temp Duty,DCL Freq,DCL Duty, Result, DateTime
ZJ24010910010172LF,5.66,19.69,5.65,19.79,5.34,22.42,8.41,5.32,5.45,22.39,8.43,5.32,5.44,10005,49.51,10003.75,49.51,31520.88,55.59,31520.88,46.65,FAIL,4/18/2024 1:22:00 PM
ZJ24010910010172LF,5.67,19.69,5.65,19.81,5.33,22.42,8.4,5.31,5.44,22.39,8.43,5.32,5.45,10002.5,49.52,10003.75,49.51,31508.47,55.97,31508.47,50.33,PASS,4/18/2024 1:23:08 PM
ZJ24010910010310LF,5.66,19.7,5.64,19.75,5.33,22.43,8.4,5.32,5.44,22.39,8.42,5.31,5.45,10005,49.5,10005,49.5,31409.5,55.56,31409.5,51.12,PASS,4/18/2024 1:27:45 PM
ZJ24010910010248LF,5.66,19.7,5.64,19.74,5.33,22.43,8.41,5.31,5.47,22.39,8.42,5.31,5.45,10003.75,49.49,10002.5,49.5,31483.67,55.57,31496.06,50.83,PASS,4/18/2024 1:28:13 PM
ZJ24010910010312LF,5.66,19.62,5.64,19.79,5.32,22.44,8.41,5.31,5.47,22.39,8.43,5.33,5.43,10000,49.5,10005,49.54,31483.67,55.53,31483.67,49.04,PASS,4/18/2024 1:29:13 PM
ZJ24010910010311LF,5.64,19.65,5.64,19.67,5.33,22.42,8.41,5.31,5.46,22.39,8.43,5.31,5.44,10006.25,49.49,10001.25,49.47,31508.47,55.57,31508.47,50.14,PASS,4/18/2024 1:31:39 PM
ZJ24010910010321LF,5.66,19.66,5.63,19.75,5.32,22.42,8.4,5.31,5.46,22.41,8.42,5.31,5.44,10003.75,49.48,10002.5,49.47,31583.1,55.59,31583.1,0.36,FAIL,4/18/2024 1:32:07 PM
ZJ24010910010321LF,5.66,19.66,5.64,19.75,5.33,22.43,8.4,5.31,5.47,22.4,8.42,5.31,5.44,10002.5,49.5,10007.51,49.54,31570.64,55.6,31570.64,0.36,FAIL,4/18/2024 1:32:44 PM
ZJ24010910010321LF,5.66,19.66,5.64,19.75,5.33,22.43,8.4,5.31,5.47,22.41,8.42,5.31,5.44,10002.5,49.49,10005,49.51,31583.1,55.59,31583.1,0.36,FAIL,4/18/2024 1:33:09 PM
ZJ24010910010223LF,0,0,2.77,10.67,5.35,13.67,5.11,5.31,4.44,12.68,5.3,8.81,4.54,4934.01,12.23,26255.33,65.08,31458.91,9.91,31458.91,9.91,FAIL,4/18/2024 1:34:06 PM
