Serial #s,Lo Off Gate Voltage,Hi On Gate Voltage,Hi Off Gate Voltage,Lo On Gate Voltage,Digital +5V,Hi Pos Vunreg,Hi Neg Vunreg,Hi +5V,Hi -5V,Lo Pos Vunreg,Lo Neg Vunreg,Lo +5V,Lo -5V,Hi  Freq,Hi Duty,Lo Freq,Lo Duty,TempFreq,Temp Duty,DCL Freq,DCL Duty, Result, DateTime
ZJ24010880010181RH6,5.61,14,5.58,14.06,5.31,22.46,8.4,5.29,5.42,22.43,8.42,5.3,5.43,10003.75,48.93,10005,48.9,31360.25,55.59,31360.25,50.53,PASS,5/2/2024 11:58:18 AM
ZJ24010880010031RH6,5.61,13.89,5.57,14.06,5.32,22.47,8.41,5.27,5.41,22.43,8.43,5.29,5.39,10003.75,48.89,10003.75,48.87,31372.55,55.57,31372.55,49.41,PASS,5/2/2024 11:59:00 AM
ZJ24010880010083RH6,5.61,13.93,5.59,14.07,5.33,22.46,8.4,5.28,5.42,22.43,8.42,5.3,5.41,10003.75,48.89,10002.5,48.94,31409.5,55.59,31409.5,50.73,PASS,5/2/2024 11:59:42 AM
ZJ24010880010099RH6,5.6,13.93,5.58,14.03,5.31,22.46,8.4,5.28,5.42,22.43,8.41,5.29,5.41,10001.25,48.87,10005,48.94,31421.84,55.58,31421.84,49.14,PASS,5/2/2024 12:31:57 PM
ZJ24010880010041RH6,5.6,13.98,5.58,14.09,5.29,22.47,8.4,5.28,5.41,22.42,8.41,5.3,5.42,10006.25,48.89,10006.25,48.89,31384.86,55.55,31384.86,49.9,PASS,5/2/2024 12:32:24 PM
ZJ24010880010180RH6,5.59,14.02,5.58,14.07,5.3,22.47,8.4,5.29,5.41,22.43,8.41,5.3,5.39,10001.25,48.88,10005,49,31496.06,55.59,31496.06,49.06,PASS,5/2/2024 12:32:46 PM
ZJ24010880010023RH6,5.59,13.98,5.59,14.09,5.33,22.47,8.41,5.29,5.42,22.43,8.42,5.3,5.4,10006.25,48.92,10002.5,48.87,31323.41,55.6,31323.41,50.43,PASS,5/2/2024 12:33:07 PM
ZJ24010880010097RH6,5.61,13.96,5.58,14.02,5.3,22.46,8.4,5.28,5.42,22.42,8.42,5.28,5.42,10003.75,48.89,10006.25,48.91,31384.86,55.98,31384.86,50.41,PASS,5/2/2024 12:33:28 PM
ZJ24010880010039RH6,5.61,14,5.58,14.04,5.31,22.45,8.4,5.29,5.42,22.42,8.42,5.28,5.41,10005,48.91,10006.25,48.91,31434.18,55.56,31434.18,48.96,PASS,5/2/2024 12:33:52 PM
ZJ24010880010144RH6,5.59,14.02,5.58,14.06,5.31,22.46,8.4,5.3,5.42,22.42,8.42,5.29,5.39,10000,48.86,10006.25,48.91,31347.96,55.56,31347.96,50.51,PASS,5/2/2024 12:34:28 PM
ZJ24010880010055RH6,5.61,13.95,5.58,14.09,5.32,22.46,8.4,5.28,5.41,22.42,8.42,5.3,5.41,10006.25,48.89,10006.25,48.92,31298.9,55.56,31298.9,50.23,PASS,5/2/2024 12:34:46 PM
ZJ24010880010022RH6,5.61,13.99,5.59,14.05,5.32,22.47,8.41,5.29,5.42,22.43,8.43,5.29,5.41,10007.51,48.9,10003.75,48.83,31360.25,55.55,31360.25,50.02,PASS,5/2/2024 12:35:11 PM
ZJ24010880010183RH6,5.59,13.97,5.58,14.04,5.32,22.46,8.4,5.29,5.42,22.41,8.42,5.3,5.4,10006.25,48.92,10003.75,48.86,31384.86,55.59,31384.86,50.14,PASS,5/2/2024 12:35:32 PM
ZJ24010880010082RH6,5.6,13.9,5.59,14.07,5.31,22.46,8.4,5.27,5.41,22.43,8.41,5.3,5.4,10003.75,48.88,9998.75,48.87,31323.41,55.56,31323.41,50.43,PASS,5/2/2024 12:36:00 PM
ZJ24010880010001RH6,5.61,13.96,5.59,14.01,5.29,22.46,8.4,5.29,5.42,22.42,8.42,5.28,5.42,10002.5,48.92,10003.75,48.94,31347.96,55.6,31347.96,49.37,PASS,5/2/2024 12:36:22 PM
ZJ24010880010051RH6,5.59,13.99,5.59,14.07,5.31,22.46,8.4,5.28,5.39,22.43,8.42,5.3,5.4,10003.75,48.91,10000,48.85,31446.54,55.54,31446.54,50.39,PASS,5/2/2024 12:36:42 PM
ZJ24010880010044RH6,5.6,13.96,5.58,14.06,5.3,22.46,8.4,5.28,5.42,22.41,8.42,5.29,5.4,10006.25,48.88,10006.25,48.84,31434.18,55.6,31434.18,50.06,PASS,5/2/2024 12:37:06 PM
ZJ24010880010012RH6,5.61,14.02,5.58,14.02,5.33,22.47,8.4,5.29,5.41,22.43,8.43,5.29,5.42,10006.25,48.87,10005,48.97,31508.47,55.57,31508.47,49.9,PASS,5/2/2024 12:37:29 PM
ZJ24010880010081RH6,5.6,14.04,5.59,14.08,5.31,22.46,8.41,5.3,5.42,22.42,8.42,5.31,5.39,10006.25,48.96,10005,48.92,31483.67,55.61,31483.67,49.86,PASS,5/2/2024 12:37:48 PM
ZJ24010880010005RH6,5.6,14.01,5.57,14.09,5.3,22.46,8.41,5.3,5.43,22.42,8.42,5.29,5.4,10007.51,48.97,10002.5,48.89,31446.54,55.58,31446.54,50.24,PASS,5/2/2024 12:38:07 PM
ZJ24010880010118RH6,5.61,13.96,5.58,14.05,5.32,22.46,8.4,5.28,5.42,22.42,8.42,5.28,5.39,10007.51,48.87,10002.5,48.91,31323.41,55.56,31323.41,50.31,PASS,5/2/2024 12:38:46 PM
ZJ24010880010114RH6,5.61,13.9,5.6,14.07,5.33,22.47,8.4,5.28,5.43,22.43,8.41,5.29,5.41,10005,48.91,10003.75,48.88,31347.96,55.56,31347.96,50.39,PASS,5/2/2024 12:39:05 PM
ZJ24010880010021RH6,5.61,13.99,5.6,14.05,5.3,22.45,8.4,5.3,5.41,22.42,8.42,5.3,5.42,10003.75,48.87,10005,48.89,31347.96,55.56,31347.96,53.33,FAIL,5/2/2024 12:39:24 PM
ZJ24010880010021RH6,5.61,13.99,5.61,14.04,5.3,22.46,8.4,5.3,5.42,22.42,8.42,5.3,5.42,10006.25,48.91,10005,48.91,31347.96,55.6,31347.96,50.04,PASS,5/2/2024 12:39:52 PM
ZJ24010880010076RH6,5.62,13.98,5.6,14.03,5.31,22.46,8.4,5.29,5.41,22.43,8.42,5.29,5.41,10006.25,48.94,10005,48.91,31372.55,55.57,31372.55,50.24,PASS,5/2/2024 12:40:15 PM
ZJ24010880010089RH6,5.61,14,5.59,14.02,5.29,22.46,8.4,5.3,5.42,22.43,8.42,5.29,5.41,10003.75,48.89,10003.75,48.88,31434.18,55.56,31434.18,0.79,FAIL,5/2/2024 12:40:36 PM
ZJ24010880010089RH6,5.62,14,5.59,14.02,5.3,22.46,8.4,5.3,5.42,22.43,8.42,5.29,5.41,10006.25,48.91,10005,48.87,31434.18,55.6,31434.18,0.79,FAIL,5/2/2024 12:40:55 PM
ZJ24010880010010RH6,5.6,14.02,5.57,14.02,5.33,22.47,8.41,5.3,5.4,22.43,8.43,5.29,5.4,10002.5,48.91,10005,48.9,31286.66,55.57,31286.66,49.63,PASS,5/2/2024 12:41:22 PM
ZJ24010880010166RH6,5.6,13.96,5.57,14.05,5.3,22.46,8.4,5.29,5.41,22.42,8.41,5.29,5.41,10005,48.91,10002.5,48.92,31286.66,55.57,31286.66,51.08,PASS,5/2/2024 12:41:40 PM
ZJ24010880010197RH6,5.59,13.96,5.58,13.98,5.3,22.46,8.4,5.29,5.41,22.43,8.42,5.29,5.42,10002.5,48.87,10006.25,48.98,31458.91,55.6,31458.91,50.06,PASS,5/2/2024 12:41:58 PM
